cif,municipality,prov,mun,base_year,data,notes
f,"Sylvan Lake",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14856!15436!16045!16689!17356@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>Where available, the most recent federal census data has been used.</li><li>Where available, the most recent federal census data has been used.</li></ul>"
c,"Sylvan Lake",3,2,2000,7008!7503!7493!-!8504!-!10250!10729!11115!-!-!12327!-!13015!-!14310!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>Where available, the most recent federal census data has been used.</li><li>Where available, the most recent federal census data has been used.</li></ul>"
i,"Sylvan Lake",3,2,2000,-!-!-!7999!-!9377!-!-!-!11519!11923!-!12671!-!13663!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>Where available, the most recent federal census data has been used.</li><li>Where available, the most recent federal census data has been used.</li></ul>"
f,"Sylvan Lake",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14924!15578!16267!16997!17756@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>Where available, the most recent federal census data has been used.</li><li>Where available, the most recent federal census data has been used.</li></ul>"
c,"Sylvan Lake",3,3,2000,7008!7503!7493!-!8504!-!10250!10729!11115!-!-!12327!-!13015!-!14310!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>Where available, the most recent federal census data has been used.</li><li>Where available, the most recent federal census data has been used.</li></ul>"
i,"Sylvan Lake",3,3,2000,-!-!-!7999!-!9377!-!-!-!11519!11923!-!12671!-!13663!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>Where available, the most recent federal census data has been used.</li><li>Where available, the most recent federal census data has been used.</li></ul>"
f,"Sylvan Lake",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!14788!15295!15826!16386!16962@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>Where available, the most recent federal census data has been used.</li><li>Where available, the most recent federal census data has been used.</li></ul>"
c,"Taber",1,1,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",1,1,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8495!8610!8738!8877!9015@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Taber",1,2,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",1,2,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8529!8684!8860!9065!9266@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Taber",1,3,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",1,3,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8470!8558!8649!8744!8839@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Taber",2,1,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",2,1,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8439!8503!8584!8692!8791@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Taber",2,2,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",2,2,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8457!8539!8639!8765!8885@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Taber",2,3,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",2,3,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8363!8342!8324!8309!8292@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Taber",3,1,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",3,1,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8381!8378!8378!8380!8381@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Taber",3,2,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",3,2,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8399!8414!8432!8452!8471@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Taber",3,3,2000,7331!7671!-!-!-!-!7591!-!7821!-!-!8104!-!-!-!8380!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Taber",3,3,2000,-!-!7655!7639!7623!7607!-!7817!-!7915!8010!-!8173!8242!8311!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Taber",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!8363!8342!8324!8309!8292@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",1,1,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",1,1,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3264!3293!3324!3359!3393@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",1,2,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",1,2,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3270!3308!3350!3400!3447@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",1,3,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",1,3,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3260!3285!3311!3335!3362@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",2,1,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",2,1,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3257!3284!3312!3349!3384@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",2,2,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",2,2,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3260!3289!3320!3359!3396@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",2,3,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",2,3,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3245!3256!3267!3276!3287@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",3,1,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",3,1,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3248!3261!3274!3286!3299@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",3,2,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",3,2,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3250!3266!3282!3296!3312@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Three Hills",3,3,2000,3375!2902!3541!-!3554!-!3089!3304!3322!-!-!3198!3230!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Three Hills",3,3,2000,-!-!-!3548!-!3322!-!-!-!3281!3239!-!-!3232!3233!3235!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Three Hills",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3245!3256!3267!3276!3287@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Tofield",1,1,2000,-!1818!-!-!-!-!1876!-!-!-!-!2182!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Tofield",1,1,2000,1800!-!1830!1841!1853!1864!-!1937!1998!2060!2121!-!2183!2184!2185!2186!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Tofield",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!2202!2219!2240!2263!2288@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Tofield",1,2,2000,-!1818!-!-!-!-!1876!-!-!-!-!2182!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Tofield",1,2,2000,1800!-!1830!1841!1853!1864!-!1937!1998!2060!2121!-!2183!2184!2185!2186!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Tofield",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!2209!2235!2267!2306!2346@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Tofield",1,3,2000,-!1818!-!-!-!-!1876!-!-!-!-!2182!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
